F1HB,20240209,185.97,185.97,185.97,185.97,2800
F1HC,20240209,814.42,814.42,814.42,814.42,193700
F1HF,20240209,320.16,320.16,320.16,320.16,7200
F1HG,20240209,12960.12,12960.12,12960.12,12960.12,100400
F1HH,20240209,16505.39,16505.39,16505.39,16505.39,379100
F1HI,20240209,538.94,538.94,538.94,538.94,7800
F1HK,20240209,6643.45,6643.45,6643.45,6643.45,6400
F1HL,20240209,222.7,222.7,222.7,222.7,333800
F1HN,20240209,6902.21,6902.21,6902.21,6902.21,207000
F1HO,20240209,8263.69,8263.69,8263.69,8263.69,10100
F1HP,20240209,11266.33,11266.33,11266.33,11266.33,50300
F1HQ,20240209,9823.71,9823.71,9823.71,9823.71,309500
F1HR,20240209,47.93,47.93,47.93,47.93,3100
F1HS,20240209,1080.82,1080.82,1080.82,1080.82,6400
F1HT,20240209,396.88,396.88,396.88,396.88,2300
F1HU,20240209,122.34,122.34,122.34,122.34,327400
F1HV,20240209,16605.75,16605.75,16605.75,16605.75,385600
F1HW,20240209,37.59,37.59,37.59,37.59,2200
F1HX,20240209,16728.1,16728.1,16728.1,16728.1,537500
F1HY,20240209,2014.55,2014.55,2014.55,2014.55,5200
F1HZ,20240209,13765.57,13765.57,13765.57,13765.57,267700
F1LA,20240209,12.16,12.16,12.16,12.16,20900
F1LB,20240209,86.09,86.09,86.09,86.09,2800
F1LC,20240209,112.76,112.76,112.76,112.76,193700
F1LF,20240209,47.79,47.79,47.79,47.79,7200
F1LG,20240209,1305.33,1305.33,1305.33,1305.33,100400
F1LH,20240209,2080.39,2080.39,2080.39,2080.39,379100
F1LI,20240209,65.16,65.16,65.16,65.16,7800
F1LJ,20240209,33.68,33.68,33.68,33.68,3000
F1LK,20240209,20.25,20.25,20.25,20.25,6400
F1LL,20240209,270.65,270.65,270.65,270.65,333800
F1LM,20240209,176.42,176.42,176.42,176.42,3800
F1LN,20240209,1834.79,1834.79,1834.79,1834.79,207000
F1LO,20240209,333.91,333.91,333.91,333.91,10100
F1LP,20240209,995.5,995.5,995.5,995.5,50300
F1LQ,20240209,504.09,504.09,504.09,504.09,309500
F1LR,20240209,110.07,110.07,110.07,110.07,3100
F1LS,20240209,238.13,238.13,238.13,238.13,6400
F1LT,20240209,67.2,67.2,67.2,67.2,2300
F1LU,20240209,36.04,36.04,36.04,36.04,327400
F1LV,20240209,2315,2315,2315,2315,385600
F1LW,20240209,78.38,78.38,78.38,78.38,2200
F1LX,20240209,2351.04,2351.04,2351.04,2351.04,537500
F1LY,20240209,72.3,72.3,72.3,72.3,5200
F1LZ,20240209,1414.89,1414.89,1414.89,1414.89,267700
F3DA,20240209,-4.99,-4.99,-4.99,-4.99,20900
F3DB,20240209,80.12,80.12,80.12,80.12,2800
F3DC,20240209,515.95,515.95,515.95,515.95,193700
F3DG,20240209,11890.02,11890.02,11890.02,11890.02,100400
F3DH,20240209,14538.45,14538.45,14538.45,14538.45,379100
F3DI,20240209,502.23,502.23,502.23,502.23,7800
F3DJ,20240209,-33.68,-33.68,-33.68,-33.68,3000
F3DL,20240209,8.99,8.99,8.99,8.99,333800
F3DM,20240209,-64.39,-64.39,-64.39,-64.39,3800
F3DN,20240209,5510.31,5510.31,5510.31,5510.31,207000
F3DO,20240209,8138.21,8138.21,8138.21,8138.21,10100
F3DP,20240209,10449.76,10449.76,10449.76,10449.76,50300
F3DQ,20240209,9042.15,9042.15,9042.15,9042.15,309500
F3DS,20240209,949.2,949.2,949.2,949.2,6400
F3DT,20240209,266.63,266.63,266.63,266.63,2300
F3DU,20240209,78.42,78.42,78.42,78.42,327400
F3DV,20240209,14469.03,14469.03,14469.03,14469.03,385600
F3DW,20240209,-23.5,-23.5,-23.5,-23.5,2200
F3DX,20240209,14547.45,14547.45,14547.45,14547.45,537500
F3DZ,20240209,12402.82,12402.82,12402.82,12402.82,267700
F3HA,20240209,1.35,1.35,1.35,1.35,20900
F3HB,20240209,106.18,106.18,106.18,106.18,2800
F3HC,20240209,561.48,561.48,561.48,561.48,193700
F3HF,20240209,229.44,229.44,229.44,229.44,7200
F3HG,20240209,12271.17,12271.17,12271.17,12271.17,100400
F3HH,20240209,15283.44,15283.44,15283.44,15283.44,379100
F3HI,20240209,516.08,516.08,516.08,516.08,7800
F3HK,20240209,6502.37,6502.37,6502.37,6502.37,6400
F3HL,20240209,184.32,184.32,184.32,184.32,333800
F3HN,20240209,6202.46,6202.46,6202.46,6202.46,207000
F3HO,20240209,8263.69,8263.69,8263.69,8263.69,10100
F3HP,20240209,10770.25,10770.25,10770.25,10770.25,50300
F3HQ,20240209,9263.97,9263.97,9263.97,9263.97,309500
F3HR,20240209,47.93,47.93,47.93,47.93,3100
F3HS,20240209,1040.99,1040.99,1040.99,1040.99,6400
F3HT,20240209,333.83,333.83,333.83,333.83,2300
F3HU,20240209,85.94,85.94,85.94,85.94,327400
F3HV,20240209,15381.83,15381.83,15381.83,15381.83,385600
F3HX,20240209,15467.78,15467.78,15467.78,15467.78,537500
F3HY,20240209,1993.39,1993.39,1993.39,1993.39,5200
F3HZ,20240209,12827.67,12827.67,12827.67,12827.67,267700
F3LA,20240209,6.34,6.34,6.34,6.34,20900
F3LB,20240209,26.06,26.06,26.06,26.06,2800
F3LC,20240209,45.53,45.53,45.53,45.53,193700
F3LG,20240209,381.15,381.15,381.15,381.15,100400
F3LH,20240209,744.99,744.99,744.99,744.99,379100
F3LI,20240209,13.85,13.85,13.85,13.85,7800
F3LJ,20240209,33.68,33.68,33.68,33.68,3000
F3LL,20240209,175.33,175.33,175.33,175.33,333800
F3LM,20240209,64.39,64.39,64.39,64.39,3800
F3LN,20240209,692.15,692.15,692.15,692.15,207000
F3LO,20240209,125.48,125.48,125.48,125.48,10100
F3LP,20240209,320.49,320.49,320.49,320.49,50300
F3LQ,20240209,221.82,221.82,221.82,221.82,309500
F3LS,20240209,91.79,91.79,91.79,91.79,6400
F3LT,20240209,67.2,67.2,67.2,67.2,2300
F3LU,20240209,7.52,7.52,7.52,7.52,327400
F3LV,20240209,912.8,912.8,912.8,912.8,385600
F3LW,20240209,23.5,23.5,23.5,23.5,2200
F3LX,20240209,920.33,920.33,920.33,920.33,537500
F3LZ,20240209,424.85,424.85,424.85,424.85,267700
F5DA,20240209,32.09,32.09,32.09,32.09,20900
F5DB,20240209,195.32,195.32,195.32,195.32,2800
F5DC,20240209,1735.25,1735.25,1735.25,1735.25,193700
F5DF,20240209,898.31,898.31,898.31,898.31,7200
F5DG,20240209,19378.46,19378.46,19378.46,19378.46,100400
F5DH,20240209,23322.88,23322.88,23322.88,23322.88,379100
F5DI,20240209,376.9,376.9,376.9,376.9,7800
F5DJ,20240209,7.63,7.63,7.63,7.63,3000
F5DK,20240209,7718.72,7718.72,7718.72,7718.72,6400
F5DL,20240209,38.49,38.49,38.49,38.49,333800
F5DM,20240209,-1336.6,-1336.6,-1336.6,-1336.6,3800
F5DN,20240209,6317.67,6317.67,6317.67,6317.67,207000
F5DO,20240209,12937.87,12937.87,12937.87,12937.87,10100
F5DP,20240209,17186.02,17186.02,17186.02,17186.02,50300
